source_family,stream,source_file,local_id,veto_class,tes_total_keV,plastic_skin_keV,active_other_keV,side_compton_class,side_compton_fov_pass,init_x_cm,init_y_cm,init_z_cm,dir_x,dir_y,dir_z,init_energy_keV,tes_x_cm,tes_y_cm,tes_z_cm,first_hit_volume,first_hit_category,source_scope
eplus,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,154485,pass,510.9989,10.26199435,0.0,single,True,52.67865,-3.13462,-35.03062,-0.91506,0.07311,0.39664,10.262,-3.2126171443841467,0.2147024146566421,-5.641061292889632,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
eplus,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,164289,compton_fov_veto,510.99887,3.9369272199999994,0.0,veto,False,26.86972,1.18917,64.28188,-0.62111,-0.15675,-0.76789,3.937,-4.9916782268930255,1.5322033055071336,-1.788367770210666,GeoOpt_S1_PlasticFullWrap_TopCap_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
eplus,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,182558,pass,510.99884099999997,0.0,0.0,single,True,37.2518,-33.31379,45.39836,-0.72721,0.40872,-0.55146,449.892,-5.87280897593177,1.4087350970535741,-1.4367551819170954,TP_L0_00360,tes,current_geo_opt_prompt_or_delayed
eplus,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,213474,plastic_skin_veto,510.99894,763.4998199000003,0.0,single,True,30.61721,-61.08945,-17.76728,-0.69852,0.71144,-0.07692,804.187,-2.7358795508727276,-0.022984283397707635,-5.457518769834786,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
eplus,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,230901,plastic_skin_veto,510.99886000000004,1376.16149314,0.0,single,True,46.13261,30.60791,-31.93325,-0.64275,-0.69017,0.33247,1376.161,-1.988930161061768,-1.373338013667271,-6.420248012729069,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
gamma,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_gamma_fullsphere20_rep01_part12.inc1.id1.sim.gz,528434,active_veto,510.93292,0.0,1161.49799772,single,True,4.42579,63.06536,-1.45905,-0.26507,-0.92645,0.26725,1903.964,-5.9586163202833164,-0.9324185957506339,-3.4461810586258563,CsI_TopAnnulus_Segment_02,csi_active,current_geo_opt_prompt_or_delayed
muminus,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_muminus_fullsphere20_rep03_part01.inc1.id1.sim.gz,7838,plastic_skin_veto,510.998862,4670.935241745001,0.0,single,True,18.20161,-52.92219,-25.11215,-0.25264,0.68742,0.6809,1680.164,-2.6205991195926073,0.41283044676130887,-3.6095958116963476,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
muplus,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_muplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,4293,plastic_skin_veto,510.99899999999997,977.86595243,1063.4464799999998,keep,True,-38.13563,-30.77989,46.74763,0.34133,0.80067,-0.49237,556.224,-5.7506847392075136,1.239108404361163,-1.426552238150936,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
muplus,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_muplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,8447,plastic_skin_veto,510.998917,2889.0241930300003,24507.025266769968,single,True,-35.07655,39.3334,31.24418,0.44337,-0.69152,-0.57027,2149.973,-3.7817197973060304,1.233784238186497,-4.759302991198541,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
muplus,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_muplus_fullsphere20_rep02_part01.inc1.id1.sim.gz,9490,plastic_skin_veto,510.998869,1945.2858157499995,24729.406702737946,single,True,-10.50368,51.04364,48.38613,-0.28477,-0.66723,-0.68827,770.151,-4.0021331963323545,0.6531591136552947,-4.709561592875931,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
muplus,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_muplus_fullsphere20_rep04_part01.inc1.id1.sim.gz,4675,plastic_skin_veto,510.99890500000004,4212.097776237,2411.48476826935,veto,False,35.69302,-61.00087,-8.53631,-0.58977,0.74729,-0.30615,3425.736,-3.477273158729381,-0.14660572766339316,-4.844884380705112,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
muplus,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_muplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,4435,plastic_skin_veto,510.9989,2997.908733671999,1147.2905899999998,keep,True,-2.21256,5.42137,87.38372,-0.1825,0.6013,-0.7779,14036.603,-4.692612064557282,0.3652806717373755,-2.3364075527514827,GeoOpt_S1_PlasticFullWrap_TopCap_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
muplus,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_muplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,1383,active_veto,510.99889999999994,1.46917,4091.6810864000017,single,True,38.15046,-48.25701,27.6449,-0.34007,0.71058,-0.61598,615.955,-5.948827625661816,-0.5659589502990124,-1.7060725174310551,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,outer_mechanics,current_geo_opt_prompt_or_delayed
muplus,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_muplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,2373,active_veto,510.998943,0.0,547.3798799999998,keep,True,-20.23382,28.34115,54.74951,0.5116,-0.62482,-0.5898,1492.262,-1.7284920964753603,0.5001703524283089,-3.957442613210776,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,outer_mechanics,current_geo_opt_prompt_or_delayed
muplus,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_muplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,1858,plastic_skin_veto,510.99892,3979.6615324420013,11158.743845329996,keep,True,38.72152,-48.27644,33.88336,-0.55881,0.40651,-0.72283,358.74,-1.7774745998861623,-0.6512356716531627,-6.054480223416411,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep01_part01.inc1.id1.sim.gz,121496,active_veto,510.998874,0.7304412,3488.9510524150005,single,True,-11.22642,-37.72194,-42.65044,0.45864,0.66997,0.58376,1.287,-6.176303023723758,-0.3140511268098806,-2.1414120283214246,MuMetal_MagShield_Outer_Cylinder_2mm,outer_mechanics,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep01_part01.inc1.id1.sim.gz,167319,active_veto,510.99888,0.0,266.2318574,keep,True,30.07172,58.18795,-15.04729,-0.73052,-0.67481,0.10474,374.36,-2.013043481223481,-0.6409655212615339,-4.370587539828894,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,outer_mechanics,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep01_part01.inc1.id1.sim.gz,457587,active_veto,510.99890000000005,20.41795,3862.339604950002,single,True,45.25001,24.76627,-35.08197,-0.6197,-0.60614,0.49857,39.166,-1.6926364897272772,-0.7874963095290811,-6.02634816005866,CsI_TopAnnulus_Segment_07,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep01_part01.inc1.id1.sim.gz,506085,plastic_skin_veto,510.9989002489,95.760747,673.0792726433001,keep,True,33.74533,4.65292,-50.79446,-0.60384,-0.29365,0.74104,107.802,-5.311382299637477,1.4323778940509715,-1.0551881637323404,Shield_4K_Al_side_window_bottom_cap,window_or_side_port,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep01_part01.inc1.id1.sim.gz,620364,active_veto,510.999,0.0,220.38625000000002,single,True,44.92282,38.38009,-20.03188,-0.57985,-0.7517,0.3142,0.58,-1.8646649303879264,1.037422865692692,-5.9905933890453795,ColdPlate_CP_100mK_intercept,other,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep01_part01.inc1.id1.sim.gz,737005,pass,510.99891,0.0020770475,0.0,single,True,-5.94772,28.8705,-50.22419,0.3666,-0.60308,0.70845,11.383,-4.97185183788461,1.5921888982128594,-2.58273729073436,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep01_part01.inc1.id1.sim.gz,745151,pass,510.99894000000006,0.0,0.0,keep,True,42.51448,45.20788,-6.18447,-0.65571,-0.73737,0.16227,28883.468,-4.510965324204449,-1.1423280356852323,-3.585359620421756,ColdPlate_CP_100mK_intercept,other,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep01_part01.inc1.id1.sim.gz,875954,active_veto,510.99892,3.6454891099999998,1247.58978435045,single,True,-8.55558,-64.66189,14.13652,-0.10139,0.87879,-0.46631,3.694,-3.119923548404486,-1.256233124991184,-3.862940474629692,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep02_part01.inc1.id1.sim.gz,10145,pass,510.998922,0.0,0.0,keep,True,-0.40666,-51.26889,47.87556,0.47642,0.77765,-0.41023,0.0,-5.307702909349603,-0.08216450911418294,-2.8839846298147744,G10_Support_Ring_60K_Top,g10_passive,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep02_part01.inc1.id1.sim.gz,272055,active_veto,510.9988400000001,0.0,287.95718519499997,single,True,-13.23673,39.65654,-41.03185,0.11825,-0.82391,0.55424,189.653,-2.3310728266551046,0.9392212688875771,-6.733694601128173,CsI_Bottom_Quadrant_00,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep02_part01.inc1.id1.sim.gz,296032,plastic_skin_veto,510.99895999999995,312.124218,1013.8509832399997,single,True,48.6144,4.35429,49.1759,-0.64746,-0.36764,-0.66756,0.036,-3.7396291101211054,0.7955957262547539,-2.7849015397193377,CsI_Side_Segment_06,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep02_part01.inc1.id1.sim.gz,804987,active_veto,510.99889999999994,0.17521899000000002,176.952012,keep,True,7.47393,22.86954,-52.85176,0.19179,-0.38434,0.90305,0.628,-3.1888043612671186,-0.20050330407709296,-4.0315234881662185,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep03_part01.inc1.id1.sim.gz,305203,active_veto,510.9989,0.9826515,3179.637698269501,single,True,-46.18475,32.94576,-10.1405,0.9379,-0.32649,0.11727,1.951,-2.1096904475156406,-0.13637493126495967,-4.6020127844345655,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,outer_mechanics,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep03_part01.inc1.id1.sim.gz,314403,active_veto,510.99887,0.0,409.88338,keep,True,52.75632,39.55554,0.1627,-0.86892,-0.42972,0.24561,0.0,-5.6855308069761685,-1.2920552322837036,-1.3165626516404625,Shield_60K_Al_side_window_side_wall_above_side_port,window_or_side_port,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep03_part01.inc1.id1.sim.gz,457664,active_veto,510.9989,0.0,5479.820774827998,single,True,-12.73835,53.55512,-17.83233,0.37395,-0.88666,0.27203,0.157,-5.831103157339086,0.42094394041184824,-3.2912659793727537,CsI_Side_Segment_01,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep03_part01.inc1.id1.sim.gz,556865,plastic_skin_veto,510.99885000000006,75.75524,3647.502873140001,single,True,-7.26214,-53.16297,-37.74259,0.5433,0.44099,0.71439,116.244,-5.082687605357134,0.12668377352181906,-0.9382234913746282,ColdPlate_4K,other,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep03_part01.inc1.id1.sim.gz,681084,active_veto,510.9989,0.0,661.0358240539998,single,True,-30.5931,51.44161,-5.17106,0.7016,-0.706,-0.09651,56.234,-3.2766188784373114,-0.5658026001848927,-5.813887564270882,CsI_Side_Segment_01,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep03_part01.inc1.id1.sim.gz,714779,active_veto,510.99894,0.0,510.9989648,single,True,-13.72853,57.32434,-18.00477,-0.07595,-0.93683,0.34143,18.446,-4.5476563323863255,0.7985819199366245,-3.7537150533455903,Cu_50mK_StillLike_Can_bottom_cap_2mm,other,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep04_part01.inc1.id1.sim.gz,191496,pass,510.9989268,0.0,0.0,keep,True,64.70867,8.72619,1.49153,-0.9474,-0.30785,0.08749,1.635,-0.428729471601296,0.321062394304296,-4.697315476613213,G10_Support_Ring_Still_4K,g10_passive,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep04_part01.inc1.id1.sim.gz,192808,active_veto,510.9989,0.3068776,1288.4950045157,single,True,53.30601,26.95113,-31.56293,-0.88804,-0.00274,0.45977,0.749,-2.1632545108451313,-1.2121355006198644,-6.51809917315634,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep04_part01.inc1.id1.sim.gz,264586,active_veto,510.998868,0.0,8134.2222759999995,single,True,47.79147,-30.74047,32.58918,-0.69275,0.50914,-0.51077,0.0,-3.650098362733763,-0.8398484685659499,-4.64908996525413,G10_Support_Ring_4K_60K,g10_passive,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep04_part01.inc1.id1.sim.gz,299408,plastic_skin_veto,510.9989,943.1116384000002,2551.1108052000004,single,True,-33.86019,-37.6643,-39.5984,0.16553,0.86051,0.48179,2.206,-5.486957593950789,0.9141664629220728,-1.1295268515118133,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,outer_mechanics,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep04_part01.inc1.id1.sim.gz,533867,active_veto,510.99889999999994,0.0,3363.1043069999987,single,True,-27.19056,46.08781,27.69979,0.62242,-0.72277,-0.30031,0.0,-4.052877843269721,-0.7163736933583617,-3.2413743278964007,ColdPlate_Still_0p7K,other,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep04_part01.inc1.id1.sim.gz,752100,active_veto,510.99889,0.0,4674.527130237,single,True,-53.56949,9.87636,-11.65711,0.91591,-0.33872,0.21534,0.098,-4.918656182080023,-0.7403137129315585,-2.180294863914773,CsI_Bottom_Quadrant_02,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep04_part01.inc1.id1.sim.gz,773525,active_veto,510.99892099999994,0.5991804000000001,4187.12679767,keep,True,-50.76374,32.4332,9.84538,0.98439,-0.17539,0.01485,3.332,-5.385012528183456,-0.20700445856856464,-1.1172130953245614,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep04_part01.inc1.id1.sim.gz,912165,active_veto,510.99886000000004,0.0,1737.892373,single,True,-23.16021,-50.44049,36.51343,0.7151,0.66913,-0.20223,10045.786,-2.707919747209064,-0.9380751803634865,-5.2551556628952945,Plate_300K_Top_Service_Lid,other,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,259704,active_veto,510.9989,0.0,1221.9662791,single,True,-57.11014,-14.0233,-9.81684,0.93456,0.32381,-0.14747,550.368,-3.8843029428304052,-0.0012640197312996173,-1.3280032297721187,CsI_Bottom_Quadrant_01,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,365643,active_veto,510.99898999999994,0.0,9524.920378096904,keep,True,-1.21883,60.89165,5.88242,-0.05156,-0.98666,-0.15441,0.617,-4.0997850744132975,0.013798510193112517,-4.968860706144078,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,outer_mechanics,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,545609,active_veto,510.99895000000004,0.0,2544.2453912901997,single,True,4.19544,-51.56951,46.6816,-0.42998,0.68059,-0.59322,0.167,-3.152872151152639,-1.3412521330354927,-3.8620107762999902,CsI_Side_Segment_04_rectcut_window_band,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,591731,active_veto,510.998882,0.0,3602.2832849500014,keep,True,42.08502,-49.23079,-13.37221,-0.79312,0.60895,0.01138,332.481,-3.7556208630525454,-0.026278229981407435,-2.9965109962278236,ActiveShield_Flex_Kapton_detector_bay_above_side_port,passive_shield_or_collimator,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,610192,pass,510.9988701,0.0,0.137549,single,True,45.39339,24.5078,-40.646,-0.64312,-0.66016,0.38805,41.776,-2.5151409299367624,-1.407672998189085,-5.091813075518064,CsI_Side_Segment_07,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,736476,active_veto,510.99895000000004,0.0,1729.6813677159998,keep,True,19.631,51.84134,-22.06943,-0.29287,-0.81933,0.49288,1.191,-4.9486090261370785,1.3674044672328778,-2.2061983621780428,CsI_Side_Segment_01,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,795568,active_veto,510.99891,0.0,6401.66093952,single,True,50.46184,42.38474,6.12922,-0.58912,-0.78416,0.19499,1.873,-4.727676057868734,-1.1310225425663238,-2.1940218797654185,ColdPlate_4K,other,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,813973,pass,510.99890000000005,2.108466,0.0,single,True,40.38741,-49.52939,-1.04494,-0.70754,0.70462,-0.05385,2775.03,-4.284856561219799,0.9336208859582867,-3.53350809992272,Nb_MagShield_Inner_Cylinder_2mm,passive_shield_or_collimator,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,841723,active_veto,510.99892,0.0,2002.7457635999997,single,True,-60.39616,4.81298,-14.63702,0.81417,-0.52772,0.24216,0.235,-6.135104041837192,-1.4863575940435256,-1.8781003962737535,CsI_Side_Segment_04_below_side_port,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,894429,active_veto,510.99890544929997,0.0,3488.58100151,keep,True,-43.49247,-7.59978,-32.74428,0.86849,0.20872,0.44962,0.0,-1.2124361272289537,0.37236603893396075,-5.367196449265386,CsI_Bottom_Quadrant_03,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep06_part01.inc1.id1.sim.gz,79531,plastic_skin_veto,510.99899999999997,92.07477,708.0275248999999,single,True,55.8023,30.44984,-28.06734,-0.78166,-0.62306,0.02823,117.053,-2.5579107772390945,-0.06325788828964832,-6.790613396899015,CsI_Side_Segment_07,csi_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep06_part01.inc1.id1.sim.gz,118972,active_veto,510.99898,0.0,113.6213,keep,True,-36.17446,-0.44933,56.88719,0.87351,0.14087,-0.46597,0.555,-4.103259890991582,-1.0265074886890344,-1.4717032785244892,DR_MXC_Sinter_HEX_AgProxy,other,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep06_part01.inc1.id1.sim.gz,158363,active_veto,510.99889999999994,17.492158,514.60466,keep,True,50.64849,3.60773,-36.61864,-0.71205,-0.30287,0.63345,23.704,-3.074166474092606,1.2938742096247176,-5.570366261541856,MuMetal_MagShield_Outer_Back_ColdFingerCap_2mm,outer_mechanics,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep06_part01.inc1.id1.sim.gz,164833,active_veto,510.99892,0.045419163000000005,2807.4503156,keep,True,-42.7525,28.69194,-24.57957,0.54632,-0.5676,0.61592,0.056,-2.757560867808761,0.5045469849271227,-5.373623164363204,Still_Shield_Al_side_window_bottom_cap,window_or_side_port,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep06_part01.inc1.id1.sim.gz,180531,active_veto,510.998864,6.9554058e-05,5648.1196199,keep,True,-47.35727,34.70804,17.29504,0.86883,-0.28025,-0.40815,0.0,-1.8612175992836533,-0.9750262796836864,-6.012389509465183,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep06_part01.inc1.id1.sim.gz,251935,pass,510.998876,11.679722987000002,0.0,single,True,-42.45693,-5.64216,-48.4389,0.64018,-0.46056,0.61486,27.819,-5.377069720417846,0.374125565970854,-1.018133902912307,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep06_part01.inc1.id1.sim.gz,399655,active_veto,510.9988900000001,0.1483567,2806.0705782729992,keep,True,22.2071,16.26036,-59.02429,-0.54887,-0.51252,0.66035,1.168,-3.4175943400579007,0.2814572646698841,-6.008982439175493,GeoOpt_S1_PlasticFullWrap_BottomCap_5mm,geoopt_plastic_active,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep06_part01.inc1.id1.sim.gz,634987,pass,510.998891,0.0,0.0,single,True,31.81048,-52.00385,-11.36772,-0.35569,0.84537,0.39855,1.031,-2.2203145355449942,0.15268321263685286,-6.2895781526541175,NbTi_Bundle_Still_4K,other,current_geo_opt_prompt_or_delayed
n,prompt,runs/geometry_optimization_20260704/step02_instant_geo_opt_s1_bpe_w5_fullstat_v1/Background_n_fullsphere20_rep07_part01.inc1.id1.sim.gz,107826,active_veto,510.998895,3.485248,511.1065260000001,single,True,-19.27162,-60.24986,-7.88637,-0.04578,0.95127,0.30495,26.445,-4.8820104603823085,-0.5510411445049962,-4.200665713732753,CsI_Bottom_Quadrant_02,csi_active,current_geo_opt_prompt_or_delayed
