family,window,stage,group_by,group_value,events,fraction_of_stage
n,w2_510p58_511p42,raw,first_hit_volume,CsI_Side_Segment_06,2,0.03333333333333333
n,w2_510p58_511p42,raw,first_hit_volume,Shield_60K_Al_side_window_side_wall_above_side_port,2,0.03333333333333333
n,w2_510p58_511p42,raw,first_hit_volume,ColdPlate_4K,2,0.03333333333333333
n,w2_510p58_511p42,raw,first_hit_volume,CsI_Bottom_Quadrant_02,2,0.03333333333333333
n,w2_510p58_511p42,raw,first_hit_volume,CsI_Bottom_Quadrant_01,2,0.03333333333333333
n,w2_510p58_511p42,raw,first_hit_volume,CsI_Side_Segment_07,2,0.03333333333333333
n,w2_510p58_511p42,raw,first_hit_volume,CsI_Bottom_Quadrant_03,2,0.03333333333333333
n,w2_510p58_511p42,raw,first_hit_volume,MuMetal_MagShield_Outer_Cylinder_2mm,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,CsI_TopAnnulus_Segment_07,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,Shield_4K_Al_side_window_bottom_cap,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,G10_Support_Ring_60K_Top,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,CsI_Bottom_Quadrant_00,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,Outer_Al_Mechanical_Shell_detector_bay_bottom_cap,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,Cu_50mK_StillLike_Can_bottom_cap_2mm,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,G10_Support_Ring_Still_4K,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,G10_Support_Ring_4K_60K,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,ColdPlate_Still_0p7K,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,Plate_300K_Top_Service_Lid,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,CsI_Side_Segment_04_rectcut_window_band,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,ActiveShield_Flex_Kapton_detector_bay_above_side_port,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,Nb_MagShield_Inner_Cylinder_2mm,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,CsI_Side_Segment_04_below_side_port,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,DR_MXC_Sinter_HEX_AgProxy,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,MuMetal_MagShield_Outer_Back_ColdFingerCap_2mm,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,Still_Shield_Al_side_window_bottom_cap,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,GeoOpt_S1_PlasticFullWrap_BottomCap_5mm,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,NbTi_Bundle_Still_4K,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,CsI_Side_Segment_03_above_side_port,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,Passive_W_Bottom_Plate_detector_bay,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,ActiveShield_Flex_Kapton_detector_bay_below_side_port,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,CsI_Side_Segment_05,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,CsI_TopAnnulus_Segment_04,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,CsI_Side_Segment_00,1,0.016666666666666666
n,w2_510p58_511p42,raw,first_hit_volume,ColdPlate_MXC_50mK_SD_anchor,1,0.016666666666666666
n,w2_510p58_511p42,active_veto_pass,entry_surface_proxy,top,6,0.46153846153846156
n,w2_510p58_511p42,active_veto_pass,entry_surface_proxy,miss_current_outer_envelope,3,0.23076923076923078
n,w2_510p58_511p42,active_veto_pass,entry_surface_proxy,side,2,0.15384615384615385
n,w2_510p58_511p42,active_veto_pass,entry_surface_proxy,bottom,2,0.15384615384615385
n,w2_510p58_511p42,active_veto_pass,entry_region_proxy,top_phi06_270deg,2,0.15384615384615385
n,w2_510p58_511p42,active_veto_pass,entry_region_proxy,side_phi01_045deg,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,entry_region_proxy,top_phi01_045deg,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,entry_region_proxy,phi05_225deg,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,entry_region_proxy,side_phi00_000deg,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,entry_region_proxy,top_phi07_315deg,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,entry_region_proxy,bottom_phi06_270deg,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,entry_region_proxy,phi07_315deg,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,entry_region_proxy,top_phi03_135deg,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,entry_region_proxy,bottom_phi07_315deg,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,entry_region_proxy,phi03_135deg,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,entry_region_proxy,top_phi02_090deg,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,first_hit_category,other,4,0.3076923076923077
n,w2_510p58_511p42,active_veto_pass,first_hit_category,geoopt_plastic_active,2,0.15384615384615385
n,w2_510p58_511p42,active_veto_pass,first_hit_category,g10_passive,2,0.15384615384615385
n,w2_510p58_511p42,active_veto_pass,first_hit_category,csi_active,2,0.15384615384615385
n,w2_510p58_511p42,active_veto_pass,first_hit_category,passive_shield_or_collimator,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,first_hit_category,window_or_side_port,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,first_hit_category,outer_mechanics,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,first_hit_volume,ColdPlate_CP_100mK_intercept,3,0.23076923076923078
n,w2_510p58_511p42,active_veto_pass,first_hit_volume,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,2,0.15384615384615385
n,w2_510p58_511p42,active_veto_pass,first_hit_volume,G10_Support_Ring_60K_Top,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,first_hit_volume,G10_Support_Ring_Still_4K,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,first_hit_volume,CsI_Side_Segment_07,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,first_hit_volume,Nb_MagShield_Inner_Cylinder_2mm,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,first_hit_volume,NbTi_Bundle_Still_4K,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,first_hit_volume,Shield_60K_Al_side_window_side_wall_above_side_port,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,first_hit_volume,CsI_Side_Segment_06,1,0.07692307692307693
n,w2_510p58_511p42,active_veto_pass,first_hit_volume,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,entry_surface_proxy,top,6,0.46153846153846156
n,w2_510p58_511p42,side_compton_fov_pass,entry_surface_proxy,miss_current_outer_envelope,3,0.23076923076923078
n,w2_510p58_511p42,side_compton_fov_pass,entry_surface_proxy,side,2,0.15384615384615385
n,w2_510p58_511p42,side_compton_fov_pass,entry_surface_proxy,bottom,2,0.15384615384615385
n,w2_510p58_511p42,side_compton_fov_pass,entry_region_proxy,top_phi06_270deg,2,0.15384615384615385
n,w2_510p58_511p42,side_compton_fov_pass,entry_region_proxy,side_phi01_045deg,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,entry_region_proxy,top_phi01_045deg,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,entry_region_proxy,phi05_225deg,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,entry_region_proxy,side_phi00_000deg,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,entry_region_proxy,top_phi07_315deg,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,entry_region_proxy,bottom_phi06_270deg,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,entry_region_proxy,phi07_315deg,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,entry_region_proxy,top_phi03_135deg,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,entry_region_proxy,bottom_phi07_315deg,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,entry_region_proxy,phi03_135deg,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,entry_region_proxy,top_phi02_090deg,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,first_hit_category,other,4,0.3076923076923077
n,w2_510p58_511p42,side_compton_fov_pass,first_hit_category,geoopt_plastic_active,2,0.15384615384615385
n,w2_510p58_511p42,side_compton_fov_pass,first_hit_category,g10_passive,2,0.15384615384615385
n,w2_510p58_511p42,side_compton_fov_pass,first_hit_category,csi_active,2,0.15384615384615385
n,w2_510p58_511p42,side_compton_fov_pass,first_hit_category,passive_shield_or_collimator,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,first_hit_category,window_or_side_port,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,first_hit_category,outer_mechanics,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,first_hit_volume,ColdPlate_CP_100mK_intercept,3,0.23076923076923078
n,w2_510p58_511p42,side_compton_fov_pass,first_hit_volume,GeoOpt_S1_PlasticFullWrap_SideShell_5mm,2,0.15384615384615385
n,w2_510p58_511p42,side_compton_fov_pass,first_hit_volume,G10_Support_Ring_60K_Top,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,first_hit_volume,G10_Support_Ring_Still_4K,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,first_hit_volume,CsI_Side_Segment_07,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,first_hit_volume,Nb_MagShield_Inner_Cylinder_2mm,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,first_hit_volume,NbTi_Bundle_Still_4K,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,first_hit_volume,Shield_60K_Al_side_window_side_wall_above_side_port,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,first_hit_volume,CsI_Side_Segment_06,1,0.07692307692307693
n,w2_510p58_511p42,side_compton_fov_pass,first_hit_volume,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,1,0.07692307692307693
